"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51","x52","x53","x54","x55","x56","x57","x58","x59","x60","x61","x62","x63","x64","x65","x66","x67","x68","x69","x70","x71","x72","x73","x74","x75","x76","x77","x78","x79","x80","x81","x82","x83","x84","x85","x86","x87","x88","x89","x90","x91","x92","x93","x94","x95","x96","x97","x98","x99","x100","x101","x102","x103","x104","x105","x106","x107","x108","x109","x110","x111","x112","x113","x114","x115","x116","x117","x118","x119","x120","x121","x122","x123","x124","x125","x126","x127","x128","x129","x130","x131","x132","x133","x134","x135","x136","x137","x138","x139","x140","x141","x142","x143","x144","x145","x146","x147","x148","x149","x150","x151","x152","x153","x154","x155","x156","x157","x158","x159","x160","x161","x162","x163","x164","x165","x166","x167","x168","x169","x170","x171","x172","x173","x174","x175","x176","x177","x178","x179","x180","x181","x182","x183","x184","x185","x186","x187","x188","x189","x190","x191","x192","x193","x194","x195","x196","x197","x198","x199","x200"
4.0,74.0,1.0,52.0,21.0,152.0,0.0,0.0,7.0,169.0,0.0,0.0,0.0,25.0,153.0,0.0,0.0,4.0,111.0,0.0,0.0,40.0,32.0,40.0,40.0,109.0,0.0,2.0,62.0,2.0,149.0,0.0,0.0,10.0,225.0,0.0,0.0,0.0,0.0,19.0,160.0,0.0,0.0,7.0,141.0,0.0,0.0,4.0,103.0,1.0,5.0,143.0,0.0,0.0,2.0,99.0,0.0,5.0,139.0,0.0,0.0,19.0,58.0,13.0,172.0,0.0,0.0,2.0,19.0,140.0,0.0,0.0,3.0,74.0,1.0,44.0,9.0,219.0,0.0,0.0,0.0,0.0,13.0,185.0,0.0,0.0,0.0,3.0,107.0,0.0,1.0,73.0,0.0,89.0,1.0,24.0,139.0,0.0,0.0,28.0,58.0,3.0,142.0,0.0,0.0,32.0,70.0,2.0,79.0,0.0,35.0,53.0,10.0,182.0,0.0,0.0,1.0,21.0,97.0,0.0,3.0,88.0,0.0,60.0,10.0,139.0,0.0,2.0,32.0,60.0,19.0,160.0,0.0,0.0,2.0,89.0,0.0,48.0,18.0,103.0,0.0,39.0,22.0,61.0,8.0,95.0,2.0,11.0,146.0,0.0,0.0,49.0,15.0,130.0,0.0,1.0,56.0,16.0,101.0,1.0,9.0,129.0,0.0,0.0,11.0,134.0,0.0,0.0,1.0,108.0,0.0,10.0,248.0,0.0,0.0,0.0,0.0,0.0,11.0,223.0,0.0,0.0,0.0,0.0,16.0,55.0,9.0,175.0,0.0,0.0,1.0,78.0,2.0,39.0,28.0,47.0,32.0,58.0,30.0,91.0
